_id,birthDate,birth year,birthPlace,birth city/country,career_AST,career_FG%,career_FG3%,career_FT%,career_G,career_PER,career_PTS,career_TRB,career_WS,career_eFG%,college,draft_pick,draft_round,draft_team,draft_year,height_dup,height,highSchool,name,position,shoots,weight
katkale01,Apr-17,1923,,,1.3,31.7,,68.5,107,-,4.3,-,1.9,,North Carolina State University,,1948 BAA Draf,Washington Capitols,,6-0,6.00,,Leo Katkaveck,Guard,Right,185
kauffbo01,Jul-13,1946,Brooklyn, New York,2.7,47.7,,74.9,525,16.8,11.5,7,31.5,,Guilford College,3rd overall,1st round,Seattle SuperSonics,1968,06-Aug-23,6.80,"Scarsdale in Scarsdale, New York",Bob Kauffman,Small Forward and Power Forward and Center,Right,240
kaunsa01,May-08,1985,Tomsk, Russia,0.1,52.9,-,45.5,25,12.5,0.9,1,0.2,52.9,University of Kansas,56th overall,2nd round,Seattle SuperSonics,2008,06-Nov-23,6.11,"Florida Air Academy in Melbourne, Florida",Sasha Kaun,Center,Right,260
kautzwi01,Sep-07,1915,Chicago, Illinois,0.7,25.5,,53.4,50,-,5.1,-,0.8,,Loyola University of Chicago,,,,,6-0,6.00,"Tilden in Chicago, Illinois",Wilbert Kautz,Guard/Forward,Right,180
keacl01,Feb-02,1959,Wilmington, North Carolina,0.4,48.5,0,69.2,51,13.8,3.9,2.5,1,48.5,Lamar University,169th overall,8th round,Dallas Mavericks,1980,06-Jun-23,6.60,"Hanover in Wilmington, North Carolina",Clarence Kea,Power Forward,Right,218
kearnmi01,Jun-18,1929,Trenton, New Jersey,0.8,0,,25,6,1,0.2,0.5,-0.1,,Princeton University,48th overall,5th round,Philadelphia Warriors,1951,06-Feb-23,6.20,,Mike Kearns,Point Guard,Right,178
kearnto01,Oct-06,1936,New York, New York,0,100,,-,1,8.8,2,0,0,,University of North Carolina,29th overall,4th round,Syracuse Nationals,1958,05-Nov-23,5.11,"Saint Ann's Academy in New York, New York",Tommy Kearns,Guard,Right,185
keefead01,Feb-22,1970,Irvine, California,0.7,50.2,7.1,71.4,617,12.9,5,4.1,24.9,50.2,Stanford University,10th overall,1st round,Atlanta Hawks,1992,06-Sep-23,6.90,"Woodbridge in Irvine, California",Adam Keefe,Center and Power Forward and Small Forward,Right,230
keeliha01,Sep-18,1963,New Orleans, Louisiana,0.5,43.6,-,71.4,20,16.1,2.2,0.3,0.1,43.6,Santa Clara University,63rd overall,3rd round,Dallas Mavericks,1985,06-Apr-23,6.40,"Lincoln in San Francisco, California",Harold Keeling,Shooting Guard,Right,185
kellebi01,Aug-30,1947,Indianapolis, Indiana,3.6,42.5,33.8,87.2,556,15,11.8,2.4,30.1,46.9,Purdue University,87th overall,7th round,Milwaukee Bucks,1969,05-Oct-23,5.10,"Washington in Indianapolis, Indiana",Bill Keller,Point Guard and Shooting Guard,Right,177
kellega01,Jun-13,1944,Elizabeth, New Jersey,0.4,38.8,0,63.2,122,12.6,6,4.5,3.5,38.8,University of Florida,59th overall,6th round,Los Angeles Lakers,1967,06-Sep-23,6.90,"Dixie Hollins in Saint Petersburg, Florida",Gary Keller,Power Forward and Center,Left,220
kelleke01,Aug-16,1922,Brooklyn, New York,0,33.3,,40,28,-,0.8,-,0.4,,St. John's University,,,,,06-Jan-23,6.10,"Bishop Loughlin in Brooklyn, New York",Ken Keller,Guard,Right,180
kelleri01,Mar-23,1953,San Mateo, California,2.6,48.8,0,78.3,814,15,7.6,7,42.5,48.8,Stanford University,7th overall,1st round,New Orleans Jazz,1975,7-0,7.00,"Woodside in Woodside, California",Rich Kelley,Center,Right,235
kellocl01,Jul-02,1961,Cleveland, Ohio,2.9,49.7,33.8,75.7,260,19.3,18.9,9.5,20.9,50,Ohio State University,8th overall,1st round,Indiana Pacers,1982,06-Jul-23,6.70,"St. Joseph in Cleveland, Ohio",Clark Kellogg,Power Forward,Right,225
kellyar01,Nov-20,1945,Jackson, Mississippi,1.8,44.5,25.3,63.7,188,9.9,8,2.6,5.6,46.4,Lincoln University of Missouri,85th overall,8th round,St. Louis Hawks,1967,06-Feb-23,6.20,,Arvesta Kelly,Shooting Guard and Point Guard,Right,175
kellyje01,Jun-14,1918,,,0.5,29.1,,66.1,46,-,5.7,-,2.4,,Marshall University,,,,,06-Feb-23,6.20,,Jerry Kelly,Forward,Right,172
kellyry01,Apr-09,1991,Carmel, New York,1.3,37.8,31.6,79.7,163,10.5,6,3.1,3,43.8,Duke University,48th overall,2nd round,Los Angeles Lakers,2013,06-Nov-23,6.11,"Ravenscroft in Raleigh, North Carolina",Ryan Kelly,Power Forward,Right,230
kellyto01,Mar-05,1924,New York, New York,1.4,33.5,,61.6,27,-,7.1,-,1.4,,New York University,,1948 BAA Draf,Boston Celtics,,6-0,6.00,,Tom Kelly,Guard,Right,170
kelsegr01,Sep-17,1957,Panama City, Florida,1.3,48.6,16.7,68.6,305,14.2,9.7,4.6,8.6,48.8,Michigan State University,4th overall,1st round,Detroit Pistons,1979,06-Jul-23,6.70,"Henry Ford in Detroit, Michigan",Greg Kelser,Small Forward,Right,190
kelsobe01,Apr-11,1949,,,0.4,36.5,,68.2,46,6.8,1.8,0.7,0,,Central Michigan University,117th overall,8th round,Detroit Pistons,1972,06-Mar-23,6.30,,Ben Kelso,Shooting Guard,Right,195
kempsh01,Nov-26,1969,Elkhart, Indiana,1.6,48.8,27.7,74.1,1051,19.1,14.6,8.4,89.5,49,Trinity Valley Community College,17th overall,1st round,Seattle SuperSonics,1989,06-Oct-23,6.10,"Concord in Elkhart, Indiana",Shawn Kemp,Center and Power Forward,Right,230
kemptti01,Jan-25,1964,Jamaica, New York,1.1,48.1,0,67.7,280,9.8,4.5,2.8,3.3,48.1,University of Notre Dame,124th overall,6th round,Los Angeles Clippers,1986,06-Oct-23,6.10,"Saint Dominic in Oyster Bay, New York",Tim Kempton,Power Forward,Right,245
kendrfr01,Sep-11,1950,Indianapolis, Indiana,0.3,40.3,,81.8,24,20.3,3.3,1.5,0.3,,Purdue University,47th overall,3rd round,Golden State Warriors,1974,06-Jun-23,6.60,"Arsenal Technical in Indianapolis, Indiana",Frank Kendrick,Small Forward,Right,198
kennalu01,Jun-24,1996,Middletown, Ohio,1.8,44.1,40.3,84.7,136,12,8.6,2.6,5.1,53.6,Duke University,12th overall,1st round,Detroit Pistons,2017,06-May-23,6.50,"Franklin in Franklin, Ohio",Luke Kennard,Shooting Guard,Left,206
kennedj01,Nov-05,1989,Pittsburgh, Pennsylvania,1.5,41.7,50,0,2,4.7,6,3.5,0,50,St. John's University,,,,,06-Jun-23,6.60,"Schenley in Pittsburgh, Pennsylvania",D.J. Kennedy,Small Forward,Left,215
kennego01,Aug-23,1949,Charlotte, North Carolina,0.9,54.8,100,67,333,15.2,8.2,5.6,20.2,54.8,Texas Christian University,139th overall,9th round,Portland Trail Blazers,1971,06-May-23,6.50,,Goo Kennedy,Power Forward and Small Forward,Right,205
kennejo01,Jan-12,1947,,,0.8,37.6,0,80.4,168,9.3,5.7,3.6,0.2,37.6,Duke University,122nd overall,10th round,Seattle SuperSonics,1968,06-Jun-23,6.60,"DeMatha Catholic in Hyattsville, Maryland",Joe Kennedy,Small Forward,Right,210
kennepi01,May-17,1938,Philadelphia, Pennsylvania,1.3,19,,66.7,7,3.8,1.7,1.1,-0.1,,Temple University,15th overall,2nd round,Philadelphia Warriors,1960,05-Nov-23,5.11,"Lincoln in Philadelphia, Pennsylvania",Pickles Kennedy,Guard,Right,180
kenonla01,Dec-13,1952,Birmingham, Alabama,2.2,48.7,14.3,78.4,752,17,17.2,8.9,58.5,48.7,University of Memphis,50th overall,3rd round,Detroit Pistons,1973,06-Sep-23,6.90,"Ullman in Birmingham, Alabama",Larry Kenon,Power Forward and Small Forward,Right,205
kenvibi01,Dec-01,1930,Elmhurst, New York,2.1,36.3,,75.8,345,13.6,7.1,3.5,13.7,,St. Bonaventure University,,1953 NBA Draf,Syracuse Nationals,,06-Feb-23,6.20,,Billy Kenville,Point Guard and Shooting Guard,Right,187
kernejo01,Jun-06,1974,Atlanta, Georgia,0,0,-,-,1,-15.2,0,0,0,0,"Florida State University, East Carolina University",,,,,06-Nov-23,6.11,"Saint Pius X in Atlanta, Georgia",Jonathan Kerner,Center,Right,245
kerrre01,Jul-17,1932,Chicago, Illinois,2.2,41.8,,72.3,905,16.8,13.8,11.2,61.8,,University of Illinois at Urbana-Champaign,6th overall,1st round,Syracuse Nationals,1954,06-Sep-23,6.90,"Tilden in Chicago, Illinois",Red Kerr,Center,Right,230
kerrst01,Sep-27,1965,Beirut, Lebanon,1.8,47.9,45.4,86.4,910,13.1,6,1.2,47.2,56.4,University of Arizona,50th overall,2nd round,Phoenix Suns,1988,06-Mar-23,6.30,"Pacific Palisades in Pacific Palisades, California",Steve Kerr,Shooting Guard and Point Guard,Right,175
kerrija01,Jan-30,1925,Chicago, Illinois,2.5,36.3,,66.2,271,14.6,7.6,6.3,17.8,,Loyola University of Chicago,9th overall,1st round,Chicago Stags,1949,06-Jun-23,6.60,"De La Salle Institute in Chicago, Illinois",Jack Kerris,Power Forward,Right,215
kerseje01,Jun-26,1962,Clarksville, Virginia,1.9,46.5,20.1,69,1153,14.9,10.3,5.5,69.5,46.7,Longwood University,46th overall,2nd round,Portland Trail Blazers,1984,06-Jul-23,6.70,"Bluestone in Skipworth, Virginia",Jerome Kersey,Small Forward,Right,215
kerwito01,Jul-07,1944,,,0.1,31.8,-,0,13,5.3,1.1,1.5,-0.1,31.8,Centenary College of Louisiana,43rd overall,5th round,San Francisco Warriors,1966,06-Jul-23,6.70,,Tom Kerwin,Forward,Right,210
kesslal01,Jan-13,1967,Minneapolis, Minnesota,0.4,42.6,41.7,74.4,210,9.6,5.2,3.6,2,43.1,University of Georgia,12th overall,1st round,Houston Rockets,1990,06-Nov-23,6.11,"Roswell in Roswell, Georgia",Alec Kessler,Center and Power Forward,Right,230
ketnela01,Feb-01,1977,Philadelphia, Pennsylvania,0.1,40.6,-,66.7,25,6.2,1.4,1.4,0,40.6,University of Massachusetts Amherst,49th overall,2nd round,Chicago Bulls,1999,06-Sep-23,6.90,"Roman Catholic in Philadelphia, Pennsylvania",Lari Ketner,Power Forward,Right,277
keyeju01,Sep-05,1946,Toccoa, Georgia,1.6,41.8,18.2,62.3,418,10.8,7.6,11,17.8,41.8,Alcorn State University,102nd overall,8th round,Boston Celtics,1968,06-Oct-23,6.10,,Julius Keye,Power Forward and Center,Right,200
keysra01,Apr-19,1966,Collins, Mississippi,0.8,42.5,27.2,72.1,241,10.3,5.2,2.3,2.3,44.1,University of Southern Mississippi,22nd overall,1st round,Cleveland Cavaliers,1988,06-Jul-23,6.70,"Collins in Collins, Mississippi",Randolph Keys,Small Forward,Right,195
khryavi01,Aug-03,1982,Kiev, Ukraine,1,44.3,29.2,65.8,143,10.7,4.5,3.4,2,45.5,,22nd overall,1st round,New Jersey Nets,2004,06-Sep-23,6.90,,Viktor Khryapa,Small Forward and Power Forward,Right,210
kiddja01,Mar-23,1973,San Francisco, California,8.7,40,34.9,78.5,1391,17.9,12.6,6.3,138.6,46.4,University of California,2nd overall,1st round,Dallas Mavericks,1994,06-Apr-23,6.40,"Saint Joseph of Notre Dame in Alameda, California",Jason Kidd,Shooting Guard and Point Guard,Right,205
kiddwa01,Sep-09,1970,Harpersville, Alabama,0.3,59.2,-,54.7,68,11.3,3.6,3.4,1.4,59.2,Middle Tennessee State University,,,,,06-Sep-23,6.90,"Vincent in Vincent, Alabama",Warren Kidd,Power Forward,Right,235
kiddgmi01,Sep-26,1993,Philadelphia, Pennsylvania,1.2,47.7,27.7,71.4,421,13.7,8.8,5.6,21.2,48.1,University of Kentucky,2nd overall,1st round,Charlotte Bobcats,2012,06-Jul-23,6.70,"Saint Patrick in Elizabeth, New Jersey",Michael Kidd-Gilchrist,Small Forward and Power Forward,Right,232
kiffiir01,Aug-08,1951,New York, New York,0.7,33.3,-,72,26,3.7,3.2,1.5,-0.6,33.3,Oklahoma Baptist University,,,,,06-Sep-23,6.90,"Springfield Gardens in Springfield Gardens, New York",Irv Kiffin,Small Forward,Right,225
kileyja01,Jan-05,1929,,,1.2,22.7,,57.1,53,3.4,2.3,1,-1.8,,Syracuse University,13th overall,2nd round,Fort Wayne Pistons,1951,06-Jan-23,6.10,,Jack Kiley,Shooting Guard,Right,170
killuea01,Jun-11,1948,,,0,0,,100,4,-5.3,0.3,0.5,-0.1,,Stetson University,30th overall,2nd round,Los Angeles Lakers,1970,06-Mar-23,6.30,,Earnie Killum,Guard,Right,180
kilpaca01,May-16,1956,Bastrop, Louisiana,0,50,-,50,2,22.7,1.5,2,0,50,University of Louisiana at Monroe,158th overall,8th round,New Orleans Jazz,1978,06-Oct-23,6.10,"Bastrop in Bastrop, Louisiana",Carl Kilpatrick,Center,Right,230
kilpase01,Jan-06,1990,Yonkers, New York,1.5,41.3,33.5,86.2,157,13.2,10.3,2.7,2.6,48.7,University of Cincinnati,,,,,06-Apr-23,6.40,"Notre Dame Prep in Fitchburg, Massachusetts",Sean Kilpatrick,Shooting Guard,Right,210
kimbato01,Sep-07,1942,Framingham, Massachusetts,1,42.5,,57.3,571,12.1,6.1,6.8,14.2,,University of Connecticut,26th overall,3rd round,Boston Celtics,1965,06-Jun-23,6.60,"Belmont in Belmont, Massachusetts",Toby Kimball,Power Forward,Right,220
kimblbo01,Apr-09,1966,Philadelphia, Pennsylvania,0.9,38.6,29.1,72.8,105,8.1,5.5,1.5,0.1,40.8,"University of Southern California, Loyola Marymount University",8th overall,1st round,Los Angeles Clippers,1990,06-Apr-23,6.40,"Dobbins Technical in Philadelphia, Pennsylvania",Bo Kimble,Shooting Guard,Right,190
kimbrst01,Apr-24,1966,Tuscaloosa, Alabama,0.5,40.9,50,100,13,11.2,1.6,0.5,0.1,43.2,"University of Central Florida, Xavier University",,,,,05-Nov-23,5.11,"St. Joseph in Cleveland, Ohio",Stan Kimbrough,Point Guard,Right,153
kinchch01,May-22,1958,Perth Amboy, New Jersey,1.1,36.9,-,77.8,41,7,2.9,0.8,-0.5,36.9,University of North Carolina at Charlotte,22nd overall,1st round,Cleveland Cavaliers,1980,06-Apr-23,6.40,"Perth Amboy in Perth Amboy, New Jersey",Chad Kinch,Shooting Guard,Right,190
kingal01,Dec-17,1959,Brooklyn, New York,2.2,46.1,26.8,79.1,534,13.1,12.1,4.2,16.3,46.6,University of Maryland,10th overall,1st round,New Jersey Nets,1981,06-Jun-23,6.60,"Fort Hamilton in Brooklyn, New York",Albert King,Small Forward,Right,190
kingbe01,Dec-04,1956,Brooklyn, New York,3.3,51.8,17.2,73,874,19.2,22.5,5.8,75.4,51.9,University of Tennessee,7th overall,1st round,New Jersey Nets,1977,06-Jul-23,6.70,"Fort Hamilton in Brooklyn, New York",Bernard King,Small Forward,Right,205
kingch01,Jul-24,1969,Newton Grove, North Carolina,1.1,42.3,38.3,63.3,103,10.6,6.7,3,1,45.9,Wake Forest University,45th overall,2nd round,Seattle SuperSonics,1992,06-Aug-23,6.80,"Hobbton in Newton Grove, North Carolina",Chris King,Small Forward,Right,215
kingda01,Jan-07,1931,,,0.3,31.8,,50,12,-,1.6,2.1,-,,Western Kentucky University,,,,,06-Jun-23,6.60,"Grove in Paris, Tennessee",Dan King,Forward,Right,220
kingfr01,Jun-06,1972,Baxley, Georgia,0.5,35.7,33.3,75,13,11.4,2.1,1.2,0,37.5,Western Carolina University,37th overall,2nd round,Los Angeles Lakers,1995,06-Jan-23,6.10,"Appling County in Baxley, Georgia",Frankie King,Shooting Guard and Point Guard,Right,185
kingge01,Aug-16,1928,Fayetteville, West Virginia,4.8,38.2,,64.2,411,14.1,10.3,3.9,31.4,,University of Charleston,1950 NBA Draft,8th roun,Chicago Stags,,6-0,6.00,"Stonewall Jackson in Charleston, West Virginia",George King,Point Guard,Right,175
kingge03,Jan-15,1994,Fayetteville, North Carolina,0,-,-,-,1,1.9,0,1,0,-,University of Colorado,59th overall,2nd round,Phoenix Suns,2018,06-Jun-23,6.60,"Brennan HS in San Antonio, Texas",George King,Small Forward,Right,225
kingge02,Nov-25,1972,New Orleans, Louisiana,0.7,50.3,-,74.4,126,12.1,4.5,3.1,3,50.3,Nicholls State University,,,,,06-Sep-23,6.90,"John McDonogh in New Orleans, Louisiana",Gerard King,Small Forward,Right,230
kingji01,Feb-07,1941,Tulsa, Oklahoma,2.3,41.8,,78.2,607,11.8,7.2,2.5,17.7,,University of Tulsa,13th overall,2nd round,Los Angeles Lakers,1963,06-Feb-23,6.20,"Fort Smith in Fort Smith, Arkansas",Jim King,Point Guard and Shooting Guard,Right,175
kingji02,Aug-09,1973,South Bend, Indiana,1.4,42.9,14.7,69.1,64,10,4.5,1.8,0,43.9,University of Michigan,35th overall,2nd round,Toronto Raptors,1995,06-May-23,6.50,"Plano East in Plano, Texas",Jimmy King,Shooting Guard,Right,210
kinglo01,May-29,1949,Asheville, North Carolina,1.4,36.5,23.3,81.1,84,7.6,6,1.5,0.1,38.5,Virginia Polytechnic Institute and State University,224th overall,15th round,Milwaukee Bucks,1971,06-Feb-23,6.20,,Loyd King,Shooting Guard,Right,180
kingma01,Mar-12,1935,Kansas City, Kansas,3.8,39.8,,80,38,8.5,5.9,2.8,0,,University of Kansas,48th overall,6th round,Boston Celtics,1957,06-Feb-23,6.20,"R.T. Coles in Kansas City, Kansas",Maurice King,Point Guard,Right,195
kingre01,Feb-14,1957,Birmingham, Alabama,1.6,51.4,0,69.9,438,13.1,8.9,6.2,24.8,51.4,University of Alabama,18th overall,1st round,Kansas City Kings,1979,06-Jun-23,6.60,"Jackson-Olin in Birmingham, Alabama",Reggie King,Small Forward and Power Forward,Right,225
kingri01,Apr-04,1969,Lincoln, Nebraska,0.3,39.3,0,66.2,72,10.2,1.9,1,0.2,39.3,University of Nebraska,14th overall,1st round,Seattle SuperSonics,1991,07-Feb-23,7.20,"Harry A. Burke in Omaha, Nebraska",Rich King,Center,Right,260
kingro01,Jul-11,1951,Louisville, Kentucky,1.6,34.3,33.3,82.4,9,13.1,7.1,2.1,0.2,35.7,Florida State University,63rd overall,4th round,Golden State Warriors,1973,06-Apr-23,6.40,"Central in Louisville, Kentucky",Ron King,Shooting Guard,Right,185
kingst01,Jan-29,1967,Lawton, Oklahoma,0.9,47.8,23.5,70.7,438,11.9,6.4,3.3,10.9,47.9,University of Oklahoma,6th overall,1st round,Chicago Bulls,1989,06-Nov-23,6.11,"Lawton in Lawton, Oklahoma",Stacey King,Power Forward and Center,Left,230
kingto01,Mar-09,1924,Cincinnati, Ohio,0.6,23.7,,63.1,58,-,5.1,-,2.6,,University of Michigan,,,,,6-0,6.00,"East Lansing in East Lansing, Michigan",Tom King,Guard,Right,165
kinnebo01,Sep-16,1920,Fort Scott, Kansas,1.5,35.3,,60.8,118,-,9.5,-,8.4,,Rice University,,,,,06-Jun-23,6.60,"Jefferson in San Antonio, Texas",Bob Kinney,Center/Forward,Right,215
kinseta01,Mar-21,1984,Tampa, Florida,0.5,45.3,32.4,81.7,109,12.4,4.7,1.3,1.6,48.1,University of South Carolina,,,,,06-Jun-23,6.60,"Jefferson in Tampa, Florida",Tarence Kinsey,Shooting Guard,Right,185
kirilan01,Feb-18,1981,Izhevsk, Russia,2.7,47.4,31,75.4,797,18.7,11.8,5.5,75.4,50.2,,24th overall,1st round,Utah Jazz,1999,06-Sep-23,6.90,"Frunzenskaya Sport School in Saint Petersburg, Russia",Andrei Kirilenko,Small Forward and Power Forward,Right,220
kirkal01,Nov-14,1991,Los Alamos, New Mexico,0.2,25,-,100,5,8.5,0.8,0.2,0,25,University of New Mexico,,,,,7-0,7.00,"Los Alamos in Los Alamos, New Mexico",Alex Kirk,Center,Right,245
kirkwa01,Sep-03,1924,Mount Vernon, Illinois,2.1,30.5,,71.8,118,9.7,7.7,4,7.7,,University of Illinois at Urbana-Champaign,,,,,06-Mar-23,6.30,"Mount Vernon in Mount Vernon, Illinois",Walt Kirk,Point Guard,Right,173
kirklwi01,,,,,0.5,42.9,-,-,2,6.6,3,5.5,0,42.9,Cheyney University of Pennsylvania,,,,,06-Jul-23,6.70,,Wilber Kirkland,Forward,Right,190
kissaji01,Aug-17,1946,New Hyde Park, New York,0,33.3,-,100,2,5.9,3,1.5,0,33.3,Boston College,55th overall,5th round,Cincinnati Royals,1968,06-Jul-23,6.70,"Chaminade in Mineola, New York",Jim Kissane,Forward,Right,210
kistldo01,Mar-21,1938,,,0,50,,50,5,12.1,1.6,0.2,0,,Duke University,26th overall,3rd round,Detroit Pistons,1961,06-Sep-23,6.90,"Wayne in Radnor, Pennsylvania",Doug Kistler,Forward,Right,210
kitchcu01,Jan-30,1964,Cape Coral, Florida,0.2,50,0,75,6,18.5,1.5,1.5,0.1,50,University of South Florida,122nd overall,6th round,Seattle SuperSonics,1986,06-Sep-23,6.90,"Cape Coral in Cape Coral, Florida",Curtis Kitchen,Power Forward,Right,235
kitegr01,Aug-05,1961,Houston, Texas,0.5,43.8,16.7,48.6,680,6.5,2.5,3.8,5.6,43.8,Brigham Young University,21st overall,1st round,Boston Celtics,1983,06-Nov-23,6.11,"James Madison in Houston, Texas",Greg Kite,Center,Right,250
kittlke01,Jun-12,1974,Dayton, Ohio,2.6,43.9,37.8,78,507,16,14.1,3.9,44.8,49.3,Villanova University,8th overall,1st round,New Jersey Nets,1996,06-May-23,6.50,"Saint Augustine in New Orleans, Louisiana",Kerry Kittles,Shooting Guard,Right,179
klebima01,Jan-29,1992,Wurzburg, Germany,0.8,46.9,33.8,76.7,143,13.2,6.1,3.9,6.3,55.3,,,,,,06-Nov-23,6.11,,Maxi Kleber,Power Forward,Right,240
kleinjo01,Jan-04,1962,Colorado Springs, Colorado,0.6,45.3,27.1,79.4,965,10.5,4.8,4.1,19.1,45.4,"University of Notre Dame, University of Arkansas",6th overall,1st round,Sacramento Kings,1985,06-Nov-23,6.11,"Slater in Slater, Missouri",Joe Kleine,Center,Right,255
kleizli01,Jan-03,1985,Kaunas, Lithuania,0.8,43.5,33.5,76.3,409,12.4,8.7,3.6,13.6,50.2,University of Missouri,27th overall,1st round,Portland Trail Blazers,2005,06-Aug-23,6.80,"Montrose Christian School in Rockville, Maryland",Linas Kleiza,Small Forward and Power Forward,Right,245
klierle01,May-21,1923,Washington, Indiana,1.6,28,,72.8,113,-,7.1,-,2.6,,University of Notre Dame,,,,,06-Feb-23,6.20,"Washington in Washington, Indiana",Leo Klier,Forward/Guard,Right,170
klotzhe01,Oct-21,1921,Philadelphia, Pennsylvania,0.6,22.6,,33.3,11,-,1.4,-,-0.1,,Villanova University,,,,,05-Jul-23,5.70,"South Philadelphia in Philadelphia, Pennsylvania",Herm Klotz,Guard,Right,150
kluehdu01,Jan-06,1926,Bottineau, North Dakota,1.5,36.2,,71.9,113,-,8.2,3,6,,Indiana State University,1949 BAA Draft,8th roun,Boston Celtics,,06-Mar-23,6.30,"State in Terre Haute, Indiana",Duane Klueh,Guard,Right,175
kluttlo01,Sep-17,1945,,,0,0,-,-,3,-8.8,0,1.7,-0.1,0,North Carolina Agricultural and Technical State University,96th overall,6th round,Chicago Bulls,1970,06-Jul-23,6.70,,Lonnie Kluttz,Forward,Right,220
knighbi01,Jun-09,1952,Braddock, Pennsylvania,2.3,50.7,28.4,82.7,821,18.2,16.9,5.3,63.9,50.9,University of Pittsburgh,21st overall,2nd round,Los Angeles Lakers,1974,06-Jun-23,6.60,"Braddock in Braddock, Pennsylvania",Billy Knight,Small Forward and Shooting Guard,Right,195
knighbo01,Apr-30,1929,,,4,42.9,,100,2,11.9,3.5,0.5,0.1,,,,,,,06-Feb-23,6.20,"Weaver in Hartford, Connecticut",Bob Knight,Guard/Forward,Right,185
knighbr02,Dec-16,1981,Livingston, New Jersey,1,0,-,-,1,-1.2,0,0,0,0,University of Pittsburgh,,,,,6-0,6.00,"Seton Hall Preparatory School in West Orange, New Jersey",Brandin Knight,Point Guard,Right,180
knighbr03,Dec-02,1991,Miami, Florida,4,41.3,35.4,81.2,421,13.9,14.5,3.2,11.6,47.6,University of Kentucky,8th overall,1st round,Detroit Pistons,2011,06-Mar-23,6.30,"Pine Crest School in Fort Lauderdale, Florida",Brandon Knight,Point Guard and Shooting Guard,Right,195
knighbr01,Nov-08,1975,Livingston, New Jersey,6.1,41.2,13.4,78.9,729,14.9,7.3,2.4,32.6,41.4,Stanford University,16th overall,1st round,Cleveland Cavaliers,1997,05-Oct-23,5.10,"Seton Hall Preparatory School in West Orange, New Jersey",Brevin Knight,Point Guard,Right,173
knighne01,Mar-06,1967,Detroit, Michigan,2.8,43.6,26.3,73,276,11.3,6.2,1.3,4.2,44.4,University of Dayton,31st overall,2nd round,Phoenix Suns,1990,06-Jan-23,6.10,"Saint Martin De Porres in Detroit, Michigan",Negele Knight,Point Guard,Right,175
knighro01,Aug-04,1947,,,0.8,43.3,,50,101,10.8,4.7,2.8,0.2,,"California State University, Los Angeles",76th overall,5th round,Portland Trail Blazers,1970,06-Jul-23,6.70,"Compton in Compton, California",Ron Knight,Power Forward and Small Forward,Right,215
knighto01,May-03,1955,Bronx, New York,1.2,51.9,0,74,283,15.1,12.9,5.1,15.7,51.9,University of Notre Dame,32nd overall,2nd round,New York Knicks,1977,06-Sep-23,6.90,"Port Jefferson in Port Jefferson, New York",Toby Knight,Small Forward,Left,210
knightr01,Sep-13,1974,Salt Lake City, Utah,0.6,43.8,25.9,69.6,371,11.4,3.4,3.1,7.9,44.4,University of Connecticut,29th overall,1st round,Chicago Bulls,1996,7-0,7.00,"Alta in Sandy, Utah",Travis Knight,Center,Right,235
knorele01,Jul-15,1921,Warsaw, Poland,1.6,30.3,,63.7,131,-,6.7,-,9.3,,University of Detroit Mercy,,,,,06-Jul-23,6.70,,Lee Knorek,Center,Right,215
knostdi01,Aug-09,1931,Wamego, Kansas,1.2,30,,63.6,5,17.4,2.6,3.4,0.2,,Kansas State University,,1953 NBA Draf,Syracuse Nationals,,06-Jun-23,6.60,"Wamego in Wamego, Kansas",Dick Knostman,Center,Right,215
knowlro01,Feb-27,1946,,,0,28.6,-,33.3,9,-0.6,1,1,-0.1,28.6,Davidson College,77th overall,6th round,Phoenix Suns,1968,06-Sep-23,6.90,,Rod Knowles,Center,Right,215
knoxke01,Aug-11,1999,Phoenix, Arizona,1.1,37,34.3,71.7,75,8.7,12.8,4.5,-1.3,43.8,University of Kentucky,9th overall,1st round,New York Knicks,2018,06-Sep-23,6.90,"Tampa Catholic in Tampa, Florida",Kevin Knox,Power Forward,Right,215
kofoeba01,Mar-24,1964,Omaha, Nebraska,1,38.7,18.8,61.4,111,5.7,1.5,0.5,0,39.7,"Hastings College, University of Nebraska at Kearney",107th overall,5th round,Utah Jazz,1987,06-Apr-23,6.40,"Westside in Omaha, Nebraska",Bart Kofoed,Shooting Guard,Right,210
kojisdo01,Jan-15,1939,Milwaukee, Wisconsin,1.4,44.6,,72,814,14.9,12.2,5.6,35.8,,Marquette University,21st overall,2nd round,Chicago Packers,1961,06-May-23,6.50,"Notre Dame in Milwaukee, Wisconsin",Don Kojis,Small Forward,Right,215
komenmi01,Jun-22,1920,,,1.9,28.3,,58.4,64,-,9.9,-,1.4,,University of Wyoming,,,,,06-Jul-23,6.70,"Lew Wallace in Gary, Indiana",Milo Komenich,Forward/Center,Right,212
komivho01,May-09,1941,Toledo, Ohio,4,38.8,,83,742,10.7,10.2,2.4,5,,Bowling Green State University,13th overall,2nd round,New York Knicks,1964,06-Jan-23,6.10,"Woodward in Toledo, Ohio",Howard Komives,Point Guard,Left,185
koncajo01,May-17,1963,Cedar Rapids, Iowa,1,47,22.6,59.7,784,9.8,4.5,4.9,29.2,47.3,Southern Methodist University,5th overall,1st round,Atlanta Hawks,1985,7-0,7.00,"Center in Kansas City, Missouri",Jon Koncak,Center,Right,250
